celltype,celltype_safe,database,feature_id,feature_label,disease_NES,disease_FDR,disease_file,disease_direction,pbmc_treatment_NES,pbmc_treatment_file,tested_in_pbmc_treatment,pbmc_recovery_status,pbmc_treatment_skip_reason,duodenum_treatment_NES,duodenum_treatment_file,tested_in_duodenum_treatment,duodenum_recovery_status,duodenum_treatment_skip_reason
Central memory CD8 T cells,Central_memory_CD8_T_cells,Reactome,R-HSA-109582,Hemostasis,-1.57808041743533,0.00882710081088444,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/pooled/gsea_by_celltype/Central_memory_CD8_T_cells/Central_memory_CD8_T_cells_MildUntreated_vs_HC_pooled_Reactome_results.csv,Down,1.06337501437612,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/paired_cross_pool/gsea_by_celltype/Central_memory_CD8_T_cells/Central_memory_CD8_T_cells_MildTreated_vs_MildUntreated_paired_Reactome_results.csv,TRUE,Recovered after treatment in PBMC,,-1.39832602417344,/vf/users/cheungf/ACEPD/LINEAGE_DOUBLET_ANALYSIS_PANGI_V9/OUTPUT_20251128_141815_WITH_BATCH/Monaco_fine/gsea_results/Monaco_fine__cluster_Central memory CD8 T cells_GSEA_REACTOME_Treated_vs_Untreated.csv,TRUE,Not recovered after treatment in Duodenum,
Central memory CD8 T cells,Central_memory_CD8_T_cells,Reactome,R-HSA-416476,G alpha (q) signalling events,-1.90641455415593,0.024747584062908,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/pooled/gsea_by_celltype/Central_memory_CD8_T_cells/Central_memory_CD8_T_cells_MildUntreated_vs_HC_pooled_Reactome_results.csv,Down,0.788295832632711,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/paired_cross_pool/gsea_by_celltype/Central_memory_CD8_T_cells/Central_memory_CD8_T_cells_MildTreated_vs_MildUntreated_paired_Reactome_results.csv,TRUE,Recovered after treatment in PBMC,,1.059843674005,/vf/users/cheungf/ACEPD/LINEAGE_DOUBLET_ANALYSIS_PANGI_V9/OUTPUT_20251128_141815_WITH_BATCH/Monaco_fine/gsea_results/Monaco_fine__cluster_Central memory CD8 T cells_GSEA_REACTOME_Treated_vs_Untreated.csv,TRUE,Recovered after treatment in Duodenum,
Central memory CD8 T cells,Central_memory_CD8_T_cells,Reactome,R-HSA-112315,Transmission across Chemical Synapses,-1.7717377505272,0.0335825187033277,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/pooled/gsea_by_celltype/Central_memory_CD8_T_cells/Central_memory_CD8_T_cells_MildUntreated_vs_HC_pooled_Reactome_results.csv,Down,0.947110671177975,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/paired_cross_pool/gsea_by_celltype/Central_memory_CD8_T_cells/Central_memory_CD8_T_cells_MildTreated_vs_MildUntreated_paired_Reactome_results.csv,TRUE,Recovered after treatment in PBMC,,1.2338364384896,/vf/users/cheungf/ACEPD/LINEAGE_DOUBLET_ANALYSIS_PANGI_V9/OUTPUT_20251128_141815_WITH_BATCH/Monaco_fine/gsea_results/Monaco_fine__cluster_Central memory CD8 T cells_GSEA_REACTOME_Treated_vs_Untreated.csv,TRUE,Recovered after treatment in Duodenum,
Central memory CD8 T cells,Central_memory_CD8_T_cells,Reactome,R-HSA-429914,Deadenylation-dependent mRNA decay,1.79324400368198,0.039810722279986,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/pooled/gsea_by_celltype/Central_memory_CD8_T_cells/Central_memory_CD8_T_cells_MildUntreated_vs_HC_pooled_Reactome_results.csv,Up,-0.879362702498397,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/paired_cross_pool/gsea_by_celltype/Central_memory_CD8_T_cells/Central_memory_CD8_T_cells_MildTreated_vs_MildUntreated_paired_Reactome_results.csv,TRUE,Recovered after treatment in PBMC,,-1.12361702276437,/vf/users/cheungf/ACEPD/LINEAGE_DOUBLET_ANALYSIS_PANGI_V9/OUTPUT_20251128_141815_WITH_BATCH/Monaco_fine/gsea_results/Monaco_fine__cluster_Central memory CD8 T cells_GSEA_REACTOME_Treated_vs_Untreated.csv,TRUE,Recovered after treatment in Duodenum,
Classical monocytes,Classical_monocytes,GO_BP,GO:1902600,proton transmembrane transport,2.47217553197994,2.93582195891697e-09,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/pooled/gsea_by_celltype/Classical_monocytes/Classical_monocytes_MildUntreated_vs_HC_pooled_GO_BP_results.csv,Up,-1.45333619955473,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/paired_cross_pool/gsea_by_celltype/Classical_monocytes/Classical_monocytes_MildTreated_vs_MildUntreated_paired_GO_BP_results.csv,TRUE,Recovered after treatment in PBMC,,-1.04703443092118,/vf/users/cheungf/ACEPD/LINEAGE_DOUBLET_ANALYSIS_PANGI_V9/OUTPUT_20251128_141815_WITH_BATCH/Monaco_fine/gsea_results/Monaco_fine__cluster_Classical monocytes_GSEA_GO_Treated_vs_Untreated.csv,TRUE,Recovered after treatment in Duodenum,
Classical monocytes,Classical_monocytes,GO_BP,GO:0009152,purine ribonucleotide biosynthetic process,2.46242208629159,1.23650285197717e-08,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/pooled/gsea_by_celltype/Classical_monocytes/Classical_monocytes_MildUntreated_vs_HC_pooled_GO_BP_results.csv,Up,-1.15206690930982,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/paired_cross_pool/gsea_by_celltype/Classical_monocytes/Classical_monocytes_MildTreated_vs_MildUntreated_paired_GO_BP_results.csv,TRUE,Recovered after treatment in PBMC,,-1.31064486871532,/vf/users/cheungf/ACEPD/LINEAGE_DOUBLET_ANALYSIS_PANGI_V9/OUTPUT_20251128_141815_WITH_BATCH/Monaco_fine/gsea_results/Monaco_fine__cluster_Classical monocytes_GSEA_GO_Treated_vs_Untreated.csv,TRUE,Recovered after treatment in Duodenum,
Classical monocytes,Classical_monocytes,GO_BP,GO:0009060,aerobic respiration,2.23782311667607,1.70544718024873e-08,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/pooled/gsea_by_celltype/Classical_monocytes/Classical_monocytes_MildUntreated_vs_HC_pooled_GO_BP_results.csv,Up,-1.36404393185848,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/paired_cross_pool/gsea_by_celltype/Classical_monocytes/Classical_monocytes_MildTreated_vs_MildUntreated_paired_GO_BP_results.csv,TRUE,Recovered after treatment in PBMC,,-0.812239418380094,/vf/users/cheungf/ACEPD/LINEAGE_DOUBLET_ANALYSIS_PANGI_V9/OUTPUT_20251128_141815_WITH_BATCH/Monaco_fine/gsea_results/Monaco_fine__cluster_Classical monocytes_GSEA_GO_Treated_vs_Untreated.csv,TRUE,Recovered after treatment in Duodenum,
Classical monocytes,Classical_monocytes,GO_BP,GO:0006754,ATP biosynthetic process,2.536869785877,4.91967299301656e-08,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/pooled/gsea_by_celltype/Classical_monocytes/Classical_monocytes_MildUntreated_vs_HC_pooled_GO_BP_results.csv,Up,-1.44010843884129,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/paired_cross_pool/gsea_by_celltype/Classical_monocytes/Classical_monocytes_MildTreated_vs_MildUntreated_paired_GO_BP_results.csv,TRUE,Recovered after treatment in PBMC,,-0.703663568248393,/vf/users/cheungf/ACEPD/LINEAGE_DOUBLET_ANALYSIS_PANGI_V9/OUTPUT_20251128_141815_WITH_BATCH/Monaco_fine/gsea_results/Monaco_fine__cluster_Classical monocytes_GSEA_GO_Treated_vs_Untreated.csv,TRUE,Recovered after treatment in Duodenum,
Classical monocytes,Classical_monocytes,GO_BP,GO:0015986,proton motive force-driven ATP synthesis,2.6444883194261,5.31063570192225e-08,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/pooled/gsea_by_celltype/Classical_monocytes/Classical_monocytes_MildUntreated_vs_HC_pooled_GO_BP_results.csv,Up,-1.651509720926,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/paired_cross_pool/gsea_by_celltype/Classical_monocytes/Classical_monocytes_MildTreated_vs_MildUntreated_paired_GO_BP_results.csv,TRUE,Recovered after treatment in PBMC,,,,FALSE,Not tested in duodenum treatment,
Classical monocytes,Classical_monocytes,GO_BP,GO:0006119,oxidative phosphorylation,2.44607615359796,7.07822585950084e-08,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/pooled/gsea_by_celltype/Classical_monocytes/Classical_monocytes_MildUntreated_vs_HC_pooled_GO_BP_results.csv,Up,-1.55659856759493,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/paired_cross_pool/gsea_by_celltype/Classical_monocytes/Classical_monocytes_MildTreated_vs_MildUntreated_paired_GO_BP_results.csv,TRUE,Recovered after treatment in PBMC,,-0.80607059313121,/vf/users/cheungf/ACEPD/LINEAGE_DOUBLET_ANALYSIS_PANGI_V9/OUTPUT_20251128_141815_WITH_BATCH/Monaco_fine/gsea_results/Monaco_fine__cluster_Classical monocytes_GSEA_GO_Treated_vs_Untreated.csv,TRUE,Recovered after treatment in Duodenum,
Classical monocytes,Classical_monocytes,GO_BP,GO:0009145,purine nucleoside triphosphate biosynthetic process,2.44125410163475,1.38583953425741e-07,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/pooled/gsea_by_celltype/Classical_monocytes/Classical_monocytes_MildUntreated_vs_HC_pooled_GO_BP_results.csv,Up,-1.18873868253436,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/paired_cross_pool/gsea_by_celltype/Classical_monocytes/Classical_monocytes_MildTreated_vs_MildUntreated_paired_GO_BP_results.csv,TRUE,Recovered after treatment in PBMC,,-1.13516842025203,/vf/users/cheungf/ACEPD/LINEAGE_DOUBLET_ANALYSIS_PANGI_V9/OUTPUT_20251128_141815_WITH_BATCH/Monaco_fine/gsea_results/Monaco_fine__cluster_Classical monocytes_GSEA_GO_Treated_vs_Untreated.csv,TRUE,Recovered after treatment in Duodenum,
Classical monocytes,Classical_monocytes,GO_BP,GO:0009260,ribonucleotide biosynthetic process,2.33978819683523,1.38583953425741e-07,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/pooled/gsea_by_celltype/Classical_monocytes/Classical_monocytes_MildUntreated_vs_HC_pooled_GO_BP_results.csv,Up,-1.07406598902042,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/paired_cross_pool/gsea_by_celltype/Classical_monocytes/Classical_monocytes_MildTreated_vs_MildUntreated_paired_GO_BP_results.csv,TRUE,Recovered after treatment in PBMC,,-1.31064486871532,/vf/users/cheungf/ACEPD/LINEAGE_DOUBLET_ANALYSIS_PANGI_V9/OUTPUT_20251128_141815_WITH_BATCH/Monaco_fine/gsea_results/Monaco_fine__cluster_Classical monocytes_GSEA_GO_Treated_vs_Untreated.csv,TRUE,Recovered after treatment in Duodenum,
Classical monocytes,Classical_monocytes,GO_BP,GO:0009206,purine ribonucleoside triphosphate biosynthetic process,2.4151822201789,1.82554677647974e-07,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/pooled/gsea_by_celltype/Classical_monocytes/Classical_monocytes_MildUntreated_vs_HC_pooled_GO_BP_results.csv,Up,-1.26155747681717,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/paired_cross_pool/gsea_by_celltype/Classical_monocytes/Classical_monocytes_MildTreated_vs_MildUntreated_paired_GO_BP_results.csv,TRUE,Recovered after treatment in PBMC,,-0.879495160099753,/vf/users/cheungf/ACEPD/LINEAGE_DOUBLET_ANALYSIS_PANGI_V9/OUTPUT_20251128_141815_WITH_BATCH/Monaco_fine/gsea_results/Monaco_fine__cluster_Classical monocytes_GSEA_GO_Treated_vs_Untreated.csv,TRUE,Recovered after treatment in Duodenum,
Classical monocytes,Classical_monocytes,GO_BP,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,1.89432843620495,1.88556960383192e-07,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/pooled/gsea_by_celltype/Classical_monocytes/Classical_monocytes_MildUntreated_vs_HC_pooled_GO_BP_results.csv,Up,-0.706043191399487,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/paired_cross_pool/gsea_by_celltype/Classical_monocytes/Classical_monocytes_MildTreated_vs_MildUntreated_paired_GO_BP_results.csv,TRUE,Recovered after treatment in PBMC,,-0.698061906414848,/vf/users/cheungf/ACEPD/LINEAGE_DOUBLET_ANALYSIS_PANGI_V9/OUTPUT_20251128_141815_WITH_BATCH/Monaco_fine/gsea_results/Monaco_fine__cluster_Classical monocytes_GSEA_GO_Treated_vs_Untreated.csv,TRUE,Recovered after treatment in Duodenum,
Classical monocytes,Classical_monocytes,GO_BP,GO:0045333,cellular respiration,2.09312257428192,2.71900523888514e-07,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/pooled/gsea_by_celltype/Classical_monocytes/Classical_monocytes_MildUntreated_vs_HC_pooled_GO_BP_results.csv,Up,-1.33525551528719,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/paired_cross_pool/gsea_by_celltype/Classical_monocytes/Classical_monocytes_MildTreated_vs_MildUntreated_paired_GO_BP_results.csv,TRUE,Recovered after treatment in PBMC,,-0.530284598552165,/vf/users/cheungf/ACEPD/LINEAGE_DOUBLET_ANALYSIS_PANGI_V9/OUTPUT_20251128_141815_WITH_BATCH/Monaco_fine/gsea_results/Monaco_fine__cluster_Classical monocytes_GSEA_GO_Treated_vs_Untreated.csv,TRUE,Recovered after treatment in Duodenum,
Classical monocytes,Classical_monocytes,GO_BP,GO:0042776,proton motive force-driven mitochondrial ATP synthesis,2.53825814477828,4.37075179311642e-07,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/pooled/gsea_by_celltype/Classical_monocytes/Classical_monocytes_MildUntreated_vs_HC_pooled_GO_BP_results.csv,Up,-1.5837675724581,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/paired_cross_pool/gsea_by_celltype/Classical_monocytes/Classical_monocytes_MildTreated_vs_MildUntreated_paired_GO_BP_results.csv,TRUE,Recovered after treatment in PBMC,,,,FALSE,Not tested in duodenum treatment,
Classical monocytes,Classical_monocytes,GO_BP,GO:0042773,ATP synthesis coupled electron transport,2.43186556556504,4.37075179311642e-07,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/pooled/gsea_by_celltype/Classical_monocytes/Classical_monocytes_MildUntreated_vs_HC_pooled_GO_BP_results.csv,Up,-1.73604996962864,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/paired_cross_pool/gsea_by_celltype/Classical_monocytes/Classical_monocytes_MildTreated_vs_MildUntreated_paired_GO_BP_results.csv,TRUE,Recovered after treatment in PBMC,,0.878637552828945,/vf/users/cheungf/ACEPD/LINEAGE_DOUBLET_ANALYSIS_PANGI_V9/OUTPUT_20251128_141815_WITH_BATCH/Monaco_fine/gsea_results/Monaco_fine__cluster_Classical monocytes_GSEA_GO_Treated_vs_Untreated.csv,TRUE,Not recovered after treatment in Duodenum,
Classical monocytes,Classical_monocytes,GO_BP,GO:0042775,mitochondrial ATP synthesis coupled electron transport,2.43186556556504,4.37075179311642e-07,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/pooled/gsea_by_celltype/Classical_monocytes/Classical_monocytes_MildUntreated_vs_HC_pooled_GO_BP_results.csv,Up,-1.73604996962864,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/paired_cross_pool/gsea_by_celltype/Classical_monocytes/Classical_monocytes_MildTreated_vs_MildUntreated_paired_GO_BP_results.csv,TRUE,Recovered after treatment in PBMC,,0.878637552828945,/vf/users/cheungf/ACEPD/LINEAGE_DOUBLET_ANALYSIS_PANGI_V9/OUTPUT_20251128_141815_WITH_BATCH/Monaco_fine/gsea_results/Monaco_fine__cluster_Classical monocytes_GSEA_GO_Treated_vs_Untreated.csv,TRUE,Not recovered after treatment in Duodenum,
Classical monocytes,Classical_monocytes,GO_BP,GO:0046034,ATP metabolic process,2.13529217141748,4.37075179311642e-07,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/pooled/gsea_by_celltype/Classical_monocytes/Classical_monocytes_MildUntreated_vs_HC_pooled_GO_BP_results.csv,Up,-1.3853883743556,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/paired_cross_pool/gsea_by_celltype/Classical_monocytes/Classical_monocytes_MildTreated_vs_MildUntreated_paired_GO_BP_results.csv,TRUE,Recovered after treatment in PBMC,,-0.657618859863158,/vf/users/cheungf/ACEPD/LINEAGE_DOUBLET_ANALYSIS_PANGI_V9/OUTPUT_20251128_141815_WITH_BATCH/Monaco_fine/gsea_results/Monaco_fine__cluster_Classical monocytes_GSEA_GO_Treated_vs_Untreated.csv,TRUE,Recovered after treatment in Duodenum,
Classical monocytes,Classical_monocytes,GO_BP,GO:0009144,purine nucleoside triphosphate metabolic process,2.12740715914281,4.37075179311642e-07,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/pooled/gsea_by_celltype/Classical_monocytes/Classical_monocytes_MildUntreated_vs_HC_pooled_GO_BP_results.csv,Up,-1.48134403378296,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/paired_cross_pool/gsea_by_celltype/Classical_monocytes/Classical_monocytes_MildTreated_vs_MildUntreated_paired_GO_BP_results.csv,TRUE,Recovered after treatment in PBMC,,-1.29071108262416,/vf/users/cheungf/ACEPD/LINEAGE_DOUBLET_ANALYSIS_PANGI_V9/OUTPUT_20251128_141815_WITH_BATCH/Monaco_fine/gsea_results/Monaco_fine__cluster_Classical monocytes_GSEA_GO_Treated_vs_Untreated.csv,TRUE,Recovered after treatment in Duodenum,
Classical monocytes,Classical_monocytes,GO_BP,GO:0009201,ribonucleoside triphosphate biosynthetic process,2.36930405416151,4.53411560344544e-07,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/pooled/gsea_by_celltype/Classical_monocytes/Classical_monocytes_MildUntreated_vs_HC_pooled_GO_BP_results.csv,Up,-1.21971916034713,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/paired_cross_pool/gsea_by_celltype/Classical_monocytes/Classical_monocytes_MildTreated_vs_MildUntreated_paired_GO_BP_results.csv,TRUE,Recovered after treatment in PBMC,,-0.879495160099753,/vf/users/cheungf/ACEPD/LINEAGE_DOUBLET_ANALYSIS_PANGI_V9/OUTPUT_20251128_141815_WITH_BATCH/Monaco_fine/gsea_results/Monaco_fine__cluster_Classical monocytes_GSEA_GO_Treated_vs_Untreated.csv,TRUE,Recovered after treatment in Duodenum,
Classical monocytes,Classical_monocytes,GO_BP,GO:0009205,purine ribonucleoside triphosphate metabolic process,2.1017964768167,5.79703456823135e-07,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/pooled/gsea_by_celltype/Classical_monocytes/Classical_monocytes_MildUntreated_vs_HC_pooled_GO_BP_results.csv,Up,-1.46403383615696,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/paired_cross_pool/gsea_by_celltype/Classical_monocytes/Classical_monocytes_MildTreated_vs_MildUntreated_paired_GO_BP_results.csv,TRUE,Recovered after treatment in PBMC,,-1.00923603285045,/vf/users/cheungf/ACEPD/LINEAGE_DOUBLET_ANALYSIS_PANGI_V9/OUTPUT_20251128_141815_WITH_BATCH/Monaco_fine/gsea_results/Monaco_fine__cluster_Classical monocytes_GSEA_GO_Treated_vs_Untreated.csv,TRUE,Recovered after treatment in Duodenum,
Classical monocytes,Classical_monocytes,GO_BP,GO:0019646,aerobic electron transport chain,2.42897994310033,6.26577476687745e-07,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/pooled/gsea_by_celltype/Classical_monocytes/Classical_monocytes_MildUntreated_vs_HC_pooled_GO_BP_results.csv,Up,-1.74778049209225,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/paired_cross_pool/gsea_by_celltype/Classical_monocytes/Classical_monocytes_MildTreated_vs_MildUntreated_paired_GO_BP_results.csv,TRUE,Recovered after treatment in PBMC,,0.85521370873825,/vf/users/cheungf/ACEPD/LINEAGE_DOUBLET_ANALYSIS_PANGI_V9/OUTPUT_20251128_141815_WITH_BATCH/Monaco_fine/gsea_results/Monaco_fine__cluster_Classical monocytes_GSEA_GO_Treated_vs_Untreated.csv,TRUE,Not recovered after treatment in Duodenum,
Classical monocytes,Classical_monocytes,GO_BP,GO:0046390,ribose phosphate biosynthetic process,2.24726364458053,7.63599194411235e-07,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/pooled/gsea_by_celltype/Classical_monocytes/Classical_monocytes_MildUntreated_vs_HC_pooled_GO_BP_results.csv,Up,-1.07004953900367,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/paired_cross_pool/gsea_by_celltype/Classical_monocytes/Classical_monocytes_MildTreated_vs_MildUntreated_paired_GO_BP_results.csv,TRUE,Recovered after treatment in PBMC,,-1.31064486871532,/vf/users/cheungf/ACEPD/LINEAGE_DOUBLET_ANALYSIS_PANGI_V9/OUTPUT_20251128_141815_WITH_BATCH/Monaco_fine/gsea_results/Monaco_fine__cluster_Classical monocytes_GSEA_GO_Treated_vs_Untreated.csv,TRUE,Recovered after treatment in Duodenum,
Classical monocytes,Classical_monocytes,GO_BP,GO:0009150,purine ribonucleotide metabolic process,1.97224719921209,8.40528533979992e-07,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/pooled/gsea_by_celltype/Classical_monocytes/Classical_monocytes_MildUntreated_vs_HC_pooled_GO_BP_results.csv,Up,-1.43011775391065,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/paired_cross_pool/gsea_by_celltype/Classical_monocytes/Classical_monocytes_MildTreated_vs_MildUntreated_paired_GO_BP_results.csv,TRUE,Recovered after treatment in PBMC,,-1.00446646960928,/vf/users/cheungf/ACEPD/LINEAGE_DOUBLET_ANALYSIS_PANGI_V9/OUTPUT_20251128_141815_WITH_BATCH/Monaco_fine/gsea_results/Monaco_fine__cluster_Classical monocytes_GSEA_GO_Treated_vs_Untreated.csv,TRUE,Recovered after treatment in Duodenum,
Classical monocytes,Classical_monocytes,GO_BP,GO:0009142,nucleoside triphosphate biosynthetic process,2.24911972974832,1.07757924536257e-06,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/pooled/gsea_by_celltype/Classical_monocytes/Classical_monocytes_MildUntreated_vs_HC_pooled_GO_BP_results.csv,Up,-1.11273410754701,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/paired_cross_pool/gsea_by_celltype/Classical_monocytes/Classical_monocytes_MildTreated_vs_MildUntreated_paired_GO_BP_results.csv,TRUE,Recovered after treatment in PBMC,,-1.13516842025203,/vf/users/cheungf/ACEPD/LINEAGE_DOUBLET_ANALYSIS_PANGI_V9/OUTPUT_20251128_141815_WITH_BATCH/Monaco_fine/gsea_results/Monaco_fine__cluster_Classical monocytes_GSEA_GO_Treated_vs_Untreated.csv,TRUE,Recovered after treatment in Duodenum,
Classical monocytes,Classical_monocytes,GO_BP,GO:0015980,energy derivation by oxidation of organic compounds,1.88415936910061,3.28141170180179e-06,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/pooled/gsea_by_celltype/Classical_monocytes/Classical_monocytes_MildUntreated_vs_HC_pooled_GO_BP_results.csv,Up,-1.26086104210504,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/paired_cross_pool/gsea_by_celltype/Classical_monocytes/Classical_monocytes_MildTreated_vs_MildUntreated_paired_GO_BP_results.csv,TRUE,Recovered after treatment in PBMC,,-0.555402646356202,/vf/users/cheungf/ACEPD/LINEAGE_DOUBLET_ANALYSIS_PANGI_V9/OUTPUT_20251128_141815_WITH_BATCH/Monaco_fine/gsea_results/Monaco_fine__cluster_Classical monocytes_GSEA_GO_Treated_vs_Untreated.csv,TRUE,Recovered after treatment in Duodenum,
Classical monocytes,Classical_monocytes,GO_BP,GO:0009141,nucleoside triphosphate metabolic process,1.98183224746178,5.24593337622704e-06,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/pooled/gsea_by_celltype/Classical_monocytes/Classical_monocytes_MildUntreated_vs_HC_pooled_GO_BP_results.csv,Up,-1.44822215452775,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/paired_cross_pool/gsea_by_celltype/Classical_monocytes/Classical_monocytes_MildTreated_vs_MildUntreated_paired_GO_BP_results.csv,TRUE,Recovered after treatment in PBMC,,-1.29071108262416,/vf/users/cheungf/ACEPD/LINEAGE_DOUBLET_ANALYSIS_PANGI_V9/OUTPUT_20251128_141815_WITH_BATCH/Monaco_fine/gsea_results/Monaco_fine__cluster_Classical monocytes_GSEA_GO_Treated_vs_Untreated.csv,TRUE,Recovered after treatment in Duodenum,
Classical monocytes,Classical_monocytes,GO_BP,GO:0022904,respiratory electron transport chain,2.2744452901272,7.78954860794353e-06,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/pooled/gsea_by_celltype/Classical_monocytes/Classical_monocytes_MildUntreated_vs_HC_pooled_GO_BP_results.csv,Up,-1.64272332123481,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/paired_cross_pool/gsea_by_celltype/Classical_monocytes/Classical_monocytes_MildTreated_vs_MildUntreated_paired_GO_BP_results.csv,TRUE,Recovered after treatment in PBMC,,0.916617131344437,/vf/users/cheungf/ACEPD/LINEAGE_DOUBLET_ANALYSIS_PANGI_V9/OUTPUT_20251128_141815_WITH_BATCH/Monaco_fine/gsea_results/Monaco_fine__cluster_Classical monocytes_GSEA_GO_Treated_vs_Untreated.csv,TRUE,Not recovered after treatment in Duodenum,
