celltype,celltype_safe,database,feature_id,feature_label,disease_NES,disease_FDR,disease_file,disease_direction,pbmc_treatment_NES,pbmc_treatment_file,tested_in_pbmc_treatment,pbmc_recovery_status,pbmc_treatment_skip_reason,duodenum_treatment_NES,duodenum_treatment_file,tested_in_duodenum_treatment,duodenum_recovery_status,duodenum_treatment_skip_reason
Naive CD8 T cells,Naive_CD8_T_cells,GO_BP,GO:0009142,nucleoside triphosphate biosynthetic process,1.73145410299614,0.0263796203403836,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/pooled/gsea_by_celltype/Naive_CD8_T_cells/Naive_CD8_T_cells_MildUntreated_vs_HC_pooled_GO_BP_results.csv,Up,-2.13276516149935,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/paired_cross_pool/gsea_by_celltype/Naive_CD8_T_cells/Naive_CD8_T_cells_MildTreated_vs_MildUntreated_paired_GO_BP_results.csv,TRUE,Recovered after treatment in PBMC,,0.726666615232044,/vf/users/cheungf/ACEPD/LINEAGE_DOUBLET_ANALYSIS_PANGI_V9/OUTPUT_20251128_141815_WITH_BATCH/Monaco_fine/gsea_results/Monaco_fine__cluster_Naive CD8 T cells_GSEA_GO_Treated_vs_Untreated.csv,TRUE,Not recovered after treatment in Duodenum,
Naive CD8 T cells,Naive_CD8_T_cells,GO_BP,GO:0019883,antigen processing and presentation of endogenous antigen,2.00048895571953,0.0295263767294945,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/pooled/gsea_by_celltype/Naive_CD8_T_cells/Naive_CD8_T_cells_MildUntreated_vs_HC_pooled_GO_BP_results.csv,Up,-2.20247955346688,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/paired_cross_pool/gsea_by_celltype/Naive_CD8_T_cells/Naive_CD8_T_cells_MildTreated_vs_MildUntreated_paired_GO_BP_results.csv,TRUE,Recovered after treatment in PBMC,,,,FALSE,Not tested in duodenum treatment,
Naive CD8 T cells,Naive_CD8_T_cells,GO_BP,GO:0009144,purine nucleoside triphosphate metabolic process,1.58446611267678,0.0318240196671971,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/pooled/gsea_by_celltype/Naive_CD8_T_cells/Naive_CD8_T_cells_MildUntreated_vs_HC_pooled_GO_BP_results.csv,Up,-1.81581660473375,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/paired_cross_pool/gsea_by_celltype/Naive_CD8_T_cells/Naive_CD8_T_cells_MildTreated_vs_MildUntreated_paired_GO_BP_results.csv,TRUE,Recovered after treatment in PBMC,,1.112797963951,/vf/users/cheungf/ACEPD/LINEAGE_DOUBLET_ANALYSIS_PANGI_V9/OUTPUT_20251128_141815_WITH_BATCH/Monaco_fine/gsea_results/Monaco_fine__cluster_Naive CD8 T cells_GSEA_GO_Treated_vs_Untreated.csv,TRUE,Not recovered after treatment in Duodenum,
Naive CD8 T cells,Naive_CD8_T_cells,GO_BP,GO:0009165,nucleotide biosynthetic process,1.60011057636334,0.0321777409481165,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/pooled/gsea_by_celltype/Naive_CD8_T_cells/Naive_CD8_T_cells_MildUntreated_vs_HC_pooled_GO_BP_results.csv,Up,-2.09644989119751,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/paired_cross_pool/gsea_by_celltype/Naive_CD8_T_cells/Naive_CD8_T_cells_MildTreated_vs_MildUntreated_paired_GO_BP_results.csv,TRUE,Recovered after treatment in PBMC,,-0.783184492255394,/vf/users/cheungf/ACEPD/LINEAGE_DOUBLET_ANALYSIS_PANGI_V9/OUTPUT_20251128_141815_WITH_BATCH/Monaco_fine/gsea_results/Monaco_fine__cluster_Naive CD8 T cells_GSEA_GO_Treated_vs_Untreated.csv,TRUE,Recovered after treatment in Duodenum,
Naive CD8 T cells,Naive_CD8_T_cells,GO_BP,GO:0060147,regulation of post-transcriptional gene silencing,1.98524187253727,0.0374563997987619,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/pooled/gsea_by_celltype/Naive_CD8_T_cells/Naive_CD8_T_cells_MildUntreated_vs_HC_pooled_GO_BP_results.csv,Up,-0.833540523686927,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/paired_cross_pool/gsea_by_celltype/Naive_CD8_T_cells/Naive_CD8_T_cells_MildTreated_vs_MildUntreated_paired_GO_BP_results.csv,TRUE,Recovered after treatment in PBMC,,,,FALSE,Not tested in duodenum treatment,
Naive CD8 T cells,Naive_CD8_T_cells,GO_BP,GO:1905515,non-motile cilium assembly,-1.8356187093973,0.044105839263588,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/pooled/gsea_by_celltype/Naive_CD8_T_cells/Naive_CD8_T_cells_MildUntreated_vs_HC_pooled_GO_BP_results.csv,Down,0.658840671661677,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/paired_cross_pool/gsea_by_celltype/Naive_CD8_T_cells/Naive_CD8_T_cells_MildTreated_vs_MildUntreated_paired_GO_BP_results.csv,TRUE,Recovered after treatment in PBMC,,1.17054168400334,/vf/users/cheungf/ACEPD/LINEAGE_DOUBLET_ANALYSIS_PANGI_V9/OUTPUT_20251128_141815_WITH_BATCH/Monaco_fine/gsea_results/Monaco_fine__cluster_Naive CD8 T cells_GSEA_GO_Treated_vs_Untreated.csv,TRUE,Recovered after treatment in Duodenum,
Naive CD8 T cells,Naive_CD8_T_cells,GO_BP,GO:0009260,ribonucleotide biosynthetic process,1.64937761823675,0.044105839263588,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/pooled/gsea_by_celltype/Naive_CD8_T_cells/Naive_CD8_T_cells_MildUntreated_vs_HC_pooled_GO_BP_results.csv,Up,-2.04491350023877,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/paired_cross_pool/gsea_by_celltype/Naive_CD8_T_cells/Naive_CD8_T_cells_MildTreated_vs_MildUntreated_paired_GO_BP_results.csv,TRUE,Recovered after treatment in PBMC,,0.724167930390349,/vf/users/cheungf/ACEPD/LINEAGE_DOUBLET_ANALYSIS_PANGI_V9/OUTPUT_20251128_141815_WITH_BATCH/Monaco_fine/gsea_results/Monaco_fine__cluster_Naive CD8 T cells_GSEA_GO_Treated_vs_Untreated.csv,TRUE,Not recovered after treatment in Duodenum,
Naive CD8 T cells,Naive_CD8_T_cells,GO_BP,GO:0046034,ATP metabolic process,1.58947786200485,0.0449046113642231,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/pooled/gsea_by_celltype/Naive_CD8_T_cells/Naive_CD8_T_cells_MildUntreated_vs_HC_pooled_GO_BP_results.csv,Up,-1.68871098545119,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/paired_cross_pool/gsea_by_celltype/Naive_CD8_T_cells/Naive_CD8_T_cells_MildTreated_vs_MildUntreated_paired_GO_BP_results.csv,TRUE,Recovered after treatment in PBMC,,0.956214930532559,/vf/users/cheungf/ACEPD/LINEAGE_DOUBLET_ANALYSIS_PANGI_V9/OUTPUT_20251128_141815_WITH_BATCH/Monaco_fine/gsea_results/Monaco_fine__cluster_Naive CD8 T cells_GSEA_GO_Treated_vs_Untreated.csv,TRUE,Not recovered after treatment in Duodenum,
Naive CD8 T cells,Naive_CD8_T_cells,GO_BP,GO:1903050,regulation of proteolysis involved in protein catabolic process,1.58798895157452,0.0452679291415463,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/pooled/gsea_by_celltype/Naive_CD8_T_cells/Naive_CD8_T_cells_MildUntreated_vs_HC_pooled_GO_BP_results.csv,Up,-0.760029910804706,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/paired_cross_pool/gsea_by_celltype/Naive_CD8_T_cells/Naive_CD8_T_cells_MildTreated_vs_MildUntreated_paired_GO_BP_results.csv,TRUE,Recovered after treatment in PBMC,,-0.764498269713992,/vf/users/cheungf/ACEPD/LINEAGE_DOUBLET_ANALYSIS_PANGI_V9/OUTPUT_20251128_141815_WITH_BATCH/Monaco_fine/gsea_results/Monaco_fine__cluster_Naive CD8 T cells_GSEA_GO_Treated_vs_Untreated.csv,TRUE,Recovered after treatment in Duodenum,
Naive CD8 T cells,Naive_CD8_T_cells,GO_BP,GO:0042254,ribosome biogenesis,1.49185059928509,0.0452679291415463,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/pooled/gsea_by_celltype/Naive_CD8_T_cells/Naive_CD8_T_cells_MildUntreated_vs_HC_pooled_GO_BP_results.csv,Up,-1.44394134418004,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/paired_cross_pool/gsea_by_celltype/Naive_CD8_T_cells/Naive_CD8_T_cells_MildTreated_vs_MildUntreated_paired_GO_BP_results.csv,TRUE,Recovered after treatment in PBMC,,1.61556069471023,/vf/users/cheungf/ACEPD/LINEAGE_DOUBLET_ANALYSIS_PANGI_V9/OUTPUT_20251128_141815_WITH_BATCH/Monaco_fine/gsea_results/Monaco_fine__cluster_Naive CD8 T cells_GSEA_GO_Treated_vs_Untreated.csv,TRUE,Not recovered after treatment in Duodenum,
Naive CD8 T cells,Naive_CD8_T_cells,GO_BP,GO:0035821,modulation of process of another organism,1.72954764331038,0.0461612965050231,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/pooled/gsea_by_celltype/Naive_CD8_T_cells/Naive_CD8_T_cells_MildUntreated_vs_HC_pooled_GO_BP_results.csv,Up,-0.946768253659873,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/paired_cross_pool/gsea_by_celltype/Naive_CD8_T_cells/Naive_CD8_T_cells_MildTreated_vs_MildUntreated_paired_GO_BP_results.csv,TRUE,Recovered after treatment in PBMC,,,,FALSE,Not tested in duodenum treatment,
Naive CD8 T cells,Naive_CD8_T_cells,GO_BP,GO:0046390,ribose phosphate biosynthetic process,1.63265369283922,0.0461612965050231,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/pooled/gsea_by_celltype/Naive_CD8_T_cells/Naive_CD8_T_cells_MildUntreated_vs_HC_pooled_GO_BP_results.csv,Up,-2.07294962382242,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/paired_cross_pool/gsea_by_celltype/Naive_CD8_T_cells/Naive_CD8_T_cells_MildTreated_vs_MildUntreated_paired_GO_BP_results.csv,TRUE,Recovered after treatment in PBMC,,-0.681115713857612,/vf/users/cheungf/ACEPD/LINEAGE_DOUBLET_ANALYSIS_PANGI_V9/OUTPUT_20251128_141815_WITH_BATCH/Monaco_fine/gsea_results/Monaco_fine__cluster_Naive CD8 T cells_GSEA_GO_Treated_vs_Untreated.csv,TRUE,Recovered after treatment in Duodenum,
Naive CD8 T cells,Naive_CD8_T_cells,GO_BP,GO:0009141,nucleoside triphosphate metabolic process,1.56537937015893,0.0461612965050231,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/pooled/gsea_by_celltype/Naive_CD8_T_cells/Naive_CD8_T_cells_MildUntreated_vs_HC_pooled_GO_BP_results.csv,Up,-1.84457134674727,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/paired_cross_pool/gsea_by_celltype/Naive_CD8_T_cells/Naive_CD8_T_cells_MildTreated_vs_MildUntreated_paired_GO_BP_results.csv,TRUE,Recovered after treatment in PBMC,,1.112797963951,/vf/users/cheungf/ACEPD/LINEAGE_DOUBLET_ANALYSIS_PANGI_V9/OUTPUT_20251128_141815_WITH_BATCH/Monaco_fine/gsea_results/Monaco_fine__cluster_Naive CD8 T cells_GSEA_GO_Treated_vs_Untreated.csv,TRUE,Not recovered after treatment in Duodenum,
Naive CD8 T cells,Naive_CD8_T_cells,GO_BP,GO:0071826,protein-RNA complex organization,1.58464251624231,0.0468340629715056,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/pooled/gsea_by_celltype/Naive_CD8_T_cells/Naive_CD8_T_cells_MildUntreated_vs_HC_pooled_GO_BP_results.csv,Up,-1.01677635673196,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/paired_cross_pool/gsea_by_celltype/Naive_CD8_T_cells/Naive_CD8_T_cells_MildTreated_vs_MildUntreated_paired_GO_BP_results.csv,TRUE,Recovered after treatment in PBMC,,1.81336317177868,/vf/users/cheungf/ACEPD/LINEAGE_DOUBLET_ANALYSIS_PANGI_V9/OUTPUT_20251128_141815_WITH_BATCH/Monaco_fine/gsea_results/Monaco_fine__cluster_Naive CD8 T cells_GSEA_GO_Treated_vs_Untreated.csv,TRUE,Not recovered after treatment in Duodenum,
Naive CD8 T cells,Naive_CD8_T_cells,GO_BP,GO:0002699,positive regulation of immune effector process,1.59876619748532,0.0475278627372228,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/pooled/gsea_by_celltype/Naive_CD8_T_cells/Naive_CD8_T_cells_MildUntreated_vs_HC_pooled_GO_BP_results.csv,Up,-1.57627652013372,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/paired_cross_pool/gsea_by_celltype/Naive_CD8_T_cells/Naive_CD8_T_cells_MildTreated_vs_MildUntreated_paired_GO_BP_results.csv,TRUE,Recovered after treatment in PBMC,,1.62641491377624,/vf/users/cheungf/ACEPD/LINEAGE_DOUBLET_ANALYSIS_PANGI_V9/OUTPUT_20251128_141815_WITH_BATCH/Monaco_fine/gsea_results/Monaco_fine__cluster_Naive CD8 T cells_GSEA_GO_Treated_vs_Untreated.csv,TRUE,Not recovered after treatment in Duodenum,
Naive CD8 T cells,Naive_CD8_T_cells,Reactome,R-HSA-72766,Translation,1.74411431985713,0.00118348061463828,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/pooled/gsea_by_celltype/Naive_CD8_T_cells/Naive_CD8_T_cells_MildUntreated_vs_HC_pooled_Reactome_results.csv,Up,-1.86750736727232,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/paired_cross_pool/gsea_by_celltype/Naive_CD8_T_cells/Naive_CD8_T_cells_MildTreated_vs_MildUntreated_paired_Reactome_results.csv,TRUE,Recovered after treatment in PBMC,,2.7702722236732,/vf/users/cheungf/ACEPD/LINEAGE_DOUBLET_ANALYSIS_PANGI_V9/OUTPUT_20251128_141815_WITH_BATCH/Monaco_fine/gsea_results/Monaco_fine__cluster_Naive CD8 T cells_GSEA_REACTOME_Treated_vs_Untreated.csv,TRUE,Not recovered after treatment in Duodenum,
Naive CD8 T cells,Naive_CD8_T_cells,Reactome,R-HSA-1428517,Aerobic respiration and respiratory electron transport,1.78899376701582,0.00181841947500725,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/pooled/gsea_by_celltype/Naive_CD8_T_cells/Naive_CD8_T_cells_MildUntreated_vs_HC_pooled_Reactome_results.csv,Up,-1.96254537557074,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/paired_cross_pool/gsea_by_celltype/Naive_CD8_T_cells/Naive_CD8_T_cells_MildTreated_vs_MildUntreated_paired_Reactome_results.csv,TRUE,Recovered after treatment in PBMC,,0.867363410007984,/vf/users/cheungf/ACEPD/LINEAGE_DOUBLET_ANALYSIS_PANGI_V9/OUTPUT_20251128_141815_WITH_BATCH/Monaco_fine/gsea_results/Monaco_fine__cluster_Naive CD8 T cells_GSEA_REACTOME_Treated_vs_Untreated.csv,TRUE,Not recovered after treatment in Duodenum,
Naive CD8 T cells,Naive_CD8_T_cells,Reactome,R-HSA-5205647,Mitophagy,2.21094455150179,0.00339275504571011,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/pooled/gsea_by_celltype/Naive_CD8_T_cells/Naive_CD8_T_cells_MildUntreated_vs_HC_pooled_Reactome_results.csv,Up,-1.02133391499905,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/paired_cross_pool/gsea_by_celltype/Naive_CD8_T_cells/Naive_CD8_T_cells_MildTreated_vs_MildUntreated_paired_Reactome_results.csv,TRUE,Recovered after treatment in PBMC,,1.28503063445377,/vf/users/cheungf/ACEPD/LINEAGE_DOUBLET_ANALYSIS_PANGI_V9/OUTPUT_20251128_141815_WITH_BATCH/Monaco_fine/gsea_results/Monaco_fine__cluster_Naive CD8 T cells_GSEA_REACTOME_Treated_vs_Untreated.csv,TRUE,Not recovered after treatment in Duodenum,
Naive CD8 T cells,Naive_CD8_T_cells,Reactome,R-HSA-1236974,ER-Phagosome pathway,2.00483907832774,0.00339957251366798,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/pooled/gsea_by_celltype/Naive_CD8_T_cells/Naive_CD8_T_cells_MildUntreated_vs_HC_pooled_Reactome_results.csv,Up,-2.22599818055162,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/paired_cross_pool/gsea_by_celltype/Naive_CD8_T_cells/Naive_CD8_T_cells_MildTreated_vs_MildUntreated_paired_Reactome_results.csv,TRUE,Recovered after treatment in PBMC,,1.3246558477345,/vf/users/cheungf/ACEPD/LINEAGE_DOUBLET_ANALYSIS_PANGI_V9/OUTPUT_20251128_141815_WITH_BATCH/Monaco_fine/gsea_results/Monaco_fine__cluster_Naive CD8 T cells_GSEA_REACTOME_Treated_vs_Untreated.csv,TRUE,Not recovered after treatment in Duodenum,
Naive CD8 T cells,Naive_CD8_T_cells,Reactome,R-HSA-5205685,PINK1-PRKN Mediated Mitophagy,2.18410397864464,0.00342887431280434,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/pooled/gsea_by_celltype/Naive_CD8_T_cells/Naive_CD8_T_cells_MildUntreated_vs_HC_pooled_Reactome_results.csv,Up,-0.661651960034694,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/paired_cross_pool/gsea_by_celltype/Naive_CD8_T_cells/Naive_CD8_T_cells_MildTreated_vs_MildUntreated_paired_Reactome_results.csv,TRUE,Recovered after treatment in PBMC,,1.28503063445377,/vf/users/cheungf/ACEPD/LINEAGE_DOUBLET_ANALYSIS_PANGI_V9/OUTPUT_20251128_141815_WITH_BATCH/Monaco_fine/gsea_results/Monaco_fine__cluster_Naive CD8 T cells_GSEA_REACTOME_Treated_vs_Untreated.csv,TRUE,Not recovered after treatment in Duodenum,
Naive CD8 T cells,Naive_CD8_T_cells,Reactome,R-HSA-5676594,TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway,2.17456444992908,0.00342887431280434,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/pooled/gsea_by_celltype/Naive_CD8_T_cells/Naive_CD8_T_cells_MildUntreated_vs_HC_pooled_Reactome_results.csv,Up,-1.24580329879317,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/paired_cross_pool/gsea_by_celltype/Naive_CD8_T_cells/Naive_CD8_T_cells_MildTreated_vs_MildUntreated_paired_Reactome_results.csv,TRUE,Recovered after treatment in PBMC,,,,FALSE,Not tested in duodenum treatment,
Naive CD8 T cells,Naive_CD8_T_cells,Reactome,R-HSA-72203,Processing of Capped Intron-Containing Pre-mRNA,1.65981744663008,0.00426619808425687,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/pooled/gsea_by_celltype/Naive_CD8_T_cells/Naive_CD8_T_cells_MildUntreated_vs_HC_pooled_Reactome_results.csv,Up,-0.67473190578417,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/paired_cross_pool/gsea_by_celltype/Naive_CD8_T_cells/Naive_CD8_T_cells_MildTreated_vs_MildUntreated_paired_Reactome_results.csv,TRUE,Recovered after treatment in PBMC,,1.06379309533376,/vf/users/cheungf/ACEPD/LINEAGE_DOUBLET_ANALYSIS_PANGI_V9/OUTPUT_20251128_141815_WITH_BATCH/Monaco_fine/gsea_results/Monaco_fine__cluster_Naive CD8 T cells_GSEA_REACTOME_Treated_vs_Untreated.csv,TRUE,Not recovered after treatment in Duodenum,
Naive CD8 T cells,Naive_CD8_T_cells,Reactome,R-HSA-983169,Class I MHC mediated antigen processing & presentation,1.62374427164587,0.00426619808425687,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/pooled/gsea_by_celltype/Naive_CD8_T_cells/Naive_CD8_T_cells_MildUntreated_vs_HC_pooled_Reactome_results.csv,Up,-1.44941397436728,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/paired_cross_pool/gsea_by_celltype/Naive_CD8_T_cells/Naive_CD8_T_cells_MildTreated_vs_MildUntreated_paired_Reactome_results.csv,TRUE,Recovered after treatment in PBMC,,-0.706340348339568,/vf/users/cheungf/ACEPD/LINEAGE_DOUBLET_ANALYSIS_PANGI_V9/OUTPUT_20251128_141815_WITH_BATCH/Monaco_fine/gsea_results/Monaco_fine__cluster_Naive CD8 T cells_GSEA_REACTOME_Treated_vs_Untreated.csv,TRUE,Recovered after treatment in Duodenum,
Naive CD8 T cells,Naive_CD8_T_cells,Reactome,R-HSA-8868773,rRNA processing in the nucleus and cytosol,1.71729050126785,0.00676536015524891,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/pooled/gsea_by_celltype/Naive_CD8_T_cells/Naive_CD8_T_cells_MildUntreated_vs_HC_pooled_Reactome_results.csv,Up,-1.60656999033662,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/paired_cross_pool/gsea_by_celltype/Naive_CD8_T_cells/Naive_CD8_T_cells_MildTreated_vs_MildUntreated_paired_Reactome_results.csv,TRUE,Recovered after treatment in PBMC,,2.84150979362795,/vf/users/cheungf/ACEPD/LINEAGE_DOUBLET_ANALYSIS_PANGI_V9/OUTPUT_20251128_141815_WITH_BATCH/Monaco_fine/gsea_results/Monaco_fine__cluster_Naive CD8 T cells_GSEA_REACTOME_Treated_vs_Untreated.csv,TRUE,Not recovered after treatment in Duodenum,
Naive CD8 T cells,Naive_CD8_T_cells,Reactome,R-HSA-9948299,Ribosome-associated quality control,1.7684941042657,0.00752268110666919,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/pooled/gsea_by_celltype/Naive_CD8_T_cells/Naive_CD8_T_cells_MildUntreated_vs_HC_pooled_Reactome_results.csv,Up,-1.58434370922396,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/paired_cross_pool/gsea_by_celltype/Naive_CD8_T_cells/Naive_CD8_T_cells_MildTreated_vs_MildUntreated_paired_Reactome_results.csv,TRUE,Recovered after treatment in PBMC,,,,FALSE,Not tested in duodenum treatment,
Naive CD8 T cells,Naive_CD8_T_cells,Reactome,R-HSA-72187,mRNA 3'-end processing,1.75070594963901,0.00908947913991788,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/pooled/gsea_by_celltype/Naive_CD8_T_cells/Naive_CD8_T_cells_MildUntreated_vs_HC_pooled_Reactome_results.csv,Up,-0.922012154750667,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/paired_cross_pool/gsea_by_celltype/Naive_CD8_T_cells/Naive_CD8_T_cells_MildTreated_vs_MildUntreated_paired_Reactome_results.csv,TRUE,Recovered after treatment in PBMC,,1.263593072009,/vf/users/cheungf/ACEPD/LINEAGE_DOUBLET_ANALYSIS_PANGI_V9/OUTPUT_20251128_141815_WITH_BATCH/Monaco_fine/gsea_results/Monaco_fine__cluster_Naive CD8 T cells_GSEA_REACTOME_Treated_vs_Untreated.csv,TRUE,Not recovered after treatment in Duodenum,
Naive CD8 T cells,Naive_CD8_T_cells,Reactome,R-HSA-72312,rRNA processing,1.68339913453527,0.00908947913991788,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/pooled/gsea_by_celltype/Naive_CD8_T_cells/Naive_CD8_T_cells_MildUntreated_vs_HC_pooled_Reactome_results.csv,Up,-1.4242357919652,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/paired_cross_pool/gsea_by_celltype/Naive_CD8_T_cells/Naive_CD8_T_cells_MildTreated_vs_MildUntreated_paired_Reactome_results.csv,TRUE,Recovered after treatment in PBMC,,2.84332624355035,/vf/users/cheungf/ACEPD/LINEAGE_DOUBLET_ANALYSIS_PANGI_V9/OUTPUT_20251128_141815_WITH_BATCH/Monaco_fine/gsea_results/Monaco_fine__cluster_Naive CD8 T cells_GSEA_REACTOME_Treated_vs_Untreated.csv,TRUE,Not recovered after treatment in Duodenum,
Naive CD8 T cells,Naive_CD8_T_cells,Reactome,R-HSA-75893,TNF signaling,2.03244642542805,0.00981789558724716,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/pooled/gsea_by_celltype/Naive_CD8_T_cells/Naive_CD8_T_cells_MildUntreated_vs_HC_pooled_Reactome_results.csv,Up,-0.744407942608966,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/paired_cross_pool/gsea_by_celltype/Naive_CD8_T_cells/Naive_CD8_T_cells_MildTreated_vs_MildUntreated_paired_Reactome_results.csv,TRUE,Recovered after treatment in PBMC,,0.686683671632269,/vf/users/cheungf/ACEPD/LINEAGE_DOUBLET_ANALYSIS_PANGI_V9/OUTPUT_20251128_141815_WITH_BATCH/Monaco_fine/gsea_results/Monaco_fine__cluster_Naive CD8 T cells_GSEA_REACTOME_Treated_vs_Untreated.csv,TRUE,Not recovered after treatment in Duodenum,
Naive CD8 T cells,Naive_CD8_T_cells,Reactome,R-HSA-5357956,TNFR1-induced NF-kappa-B signaling pathway,2.09494314575368,0.0123350780688879,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/pooled/gsea_by_celltype/Naive_CD8_T_cells/Naive_CD8_T_cells_MildUntreated_vs_HC_pooled_Reactome_results.csv,Up,-0.893633594221921,deg_gsea_pooled_vs_within_pool_Monaco_fine_pruned_v3_consistent_disease_direction/paired_cross_pool/gsea_by_celltype/Naive_CD8_T_cells/Naive_CD8_T_cells_MildTreated_vs_MildUntreated_paired_Reactome_results.csv,TRUE,Recovered after treatment in PBMC,,-0.73192583734257,/vf/users/cheungf/ACEPD/LINEAGE_DOUBLET_ANALYSIS_PANGI_V9/OUTPUT_20251128_141815_WITH_BATCH/Monaco_fine/gsea_results/Monaco_fine__cluster_Naive CD8 T cells_GSEA_REACTOME_Treated_vs_Untreated.csv,TRUE,Recovered after treatment in Duodenum,
