ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,leading_edge_symbols,leading_edge_entrez,cluster,geneset,annotation
HALLMARK_INTERFERON_GAMMA_RESPONSE,HALLMARK_INTERFERON_GAMMA_RESPONSE,13,-0.684982191198888,-1.91490437256459,0.00361556961744776,0.0216934177046866,0.0152234510208327,52,"tags=62%, list=20%, signal=52%",HLA-A/CD69/ARID5B/CCL5/TNFAIP3/TXNIP/BTG1/GZMA,3105/969/84159/6352/7128/10628/694/3001,Terminal effector CD4 T cells,HALLMARK,Monaco_fine
HALLMARK_TNFA_SIGNALING_VIA_NFKB,HALLMARK_TNFA_SIGNALING_VIA_NFKB,16,-0.556441842175407,-1.64101779422398,0.0133622521410413,0.0400867564231238,0.0281310571390343,47,"tags=50%, list=18%, signal=44%",CD69/CCL5/EIF1/CD44/TNFAIP3/NR4A2/BTG1/JUNB,969/6352/10209/960/7128/4929/694/3726,Terminal effector CD4 T cells,HALLMARK,Monaco_fine
HALLMARK_COMPLEMENT,HALLMARK_COMPLEMENT,11,-0.514028884526617,-1.36873403093906,0.139393939393939,0.209090909090909,0.146730462519936,56,"tags=55%, list=22%, signal=45%",GZMK/PFN1/CCL5/TNFAIP3/FYN/GZMA,3003/5216/6352/7128/2534/3001,Terminal effector CD4 T cells,HALLMARK,Monaco_fine
HALLMARK_ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,23,-0.403861028628576,-1.29949818053199,0.119148936170213,0.209090909090909,0.146730462519936,52,"tags=43%, list=20%, signal=38%",HLA-A/RPS9/CCL5/CD96/HLA-E/SRGN/ETS1/FYB1/PTPRC/GZMA,3105/6203/6352/10225/3133/5552/2113/2533/5788/3001,Terminal effector CD4 T cells,HALLMARK,Monaco_fine
HALLMARK_HYPOXIA,HALLMARK_HYPOXIA,13,-0.415761124198228,-1.1622824723021,0.272908366533865,0.327490039840637,0.229817571817991,28,"tags=31%, list=11%, signal=29%",TNFAIP3/BTG1/ETS1/CXCR4,7128/694/2113/7852,Terminal effector CD4 T cells,HALLMARK,Monaco_fine
HALLMARK_MYC_TARGETS_V1,HALLMARK_MYC_TARGETS_V1,18,0.302192159676572,0.914211996665106,0.580582524271845,0.580582524271845,0.407426332822347,17,"tags=11%, list=7%, signal=11%",NAP1L1/HNRNPA2B1,4673/3181,Terminal effector CD4 T cells,HALLMARK,Monaco_fine
